smiles,pIC50(M)
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5C(=O)OC[C@@H]5c5ccncc5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,5.823908740944319
N=c1[nH]c2c(s1)C[C@@H](NC(=O)c1cc(Cl)c(Cl)[nH]1)CC2,4.920818753952375
COc1cc(C#N)ccc1S(=O)(=O)N(C)c1ccc2c(c1)cc(C)c(=O)n2C,7.096910013008056
O=c1oc2ccccc2c2cc(O)c(O)cc12,2.659555885159881
C[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(CCn3cc(CN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)s2)[C@@H](O)[C@H](O)[C@@H]1O,5.045757490560675
C[C@@H]1CN2c3c(cc4c(-c5cnc(N6CCOCC6)cn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2[C@@H](C)O1,4.080921907623926
C[C@@H]1O[C@H](C)CN2c3c(cc4c(C5CCOCC5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,5.3872161432802645
Cc1c(N2CC[C@@H](CN)C2)c(F)cc2c(=O)n(CCN)c(=O)n(C3CC3)c12,4.7544873321858505
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5C(=O)OC[C@@H]5c5ccccc5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,6.1487416512809245
Cc1c(N2CCc3ccccc3C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,5.0343280287798935
CC(=O)N=c1[nH]c2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2,6.823908740944319
CCCCCCCCOc1cc(O)cc(O)c1C(=O)C(C)CC,3.0
CCOc1cc(C)cc(-c2cc(C(=O)N[C@@H](CN)c3ccccc3)ccc2C)c1,4.251811972993799
C[C@@H]1O[C@H](C)CN2c3c(cc4c(-n5cc(-c6cnccn6)cn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,4.522878745280337
ONC1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21,5.116338564846383
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CC(C)NC(C)C4)cc(=O)oc3c2C)OC1(C)C,6.552841968657781
Clc1ccc(COc2ccc(C=Cc3cc(C4CCNCC4)[nH]n3)cc2)cc1Cl,4.486782399932061
Cc1[nH]c(C(=O)N=c2[nH]c3ccc(C(=O)NCCC(=O)O)cc3s2)c(Cl)c1Cl,8.0
Cc1[nH]c(C(=O)Nc2ccc3[nH]c(=NC(=O)C(=O)O)sc3c2)c(Cl)c1Cl,7.5376020021010435
O=c1cc(OCCCN2CCN(c3nccc4ccccc34)CC2)c2ccccc2o1,5.2076083105017466
Cc1[nH]c(C(=O)N=c2[nH]c3c(OCc4ccccc4)cc(C#N)cc3s2)c(Cl)c1Cl,6.0
